Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,6.91,10.60,9.42,68.25,3.24
Depreciation/Depletion,0.15,0.40,0.77,0.99,0.40
Non-Cash Items,0.13,-1.13,0.27,-60.73,-4.68
Cash Taxes Paid,1.25,1.74,2.12,1.67,0.00
Changes in Working Capital,-0.63,-5.38,-6.27,12.56,-2.93
Cash from Operating Activities,6.56,4.55,4.30,21.18,-3.97
Capital Expenditures,-0.51,-0.87,-0.69,-0.25,-0.01
"Other Investing Cash Flow Items, Total",0.02,-5.32,-1.34,22.32,-18.91
Cash from Investing Activities,-0.49,-6.18,-2.04,22.07,-18.92
Total Cash Dividends Paid,-8.04,-2.17,-2.84,-1.16,-7.14
"Issuance (Retirement) of Stock, Net",7.93,0,0,0,0
Cash from Financing Activities,-1.22,-1.35,-4.72,-9.65,-7.17
Foreign Exchange Effects,0,-0.13,-0.58,0.10,0.00
Net Change in Cash,4.85,-3.11,-3.04,33.70,-30.06
