Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-1.25,-3.52,-3.47,-4.19,-14.74
Depreciation/Depletion,0.00,0.00,0.01,0.01,0.04
Non-Cash Items,0.00,1.84,0.95,1.92,12.30
Cash Taxes Paid,0,0,0,0,0
Changes in Working Capital,0.70,-1.17,-10.34,-0.02,-0.31
Cash from Operating Activities,-0.42,-2.72,-12.85,-2.28,-2.71
Capital Expenditures,0,0.00,-0.04,-0.00,-0.00
"Other Investing Cash Flow Items, Total",0,0.00,-18.06,7.55,0.01
Cash from Investing Activities,0,0.00,-18.10,7.54,0.01
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,2.45,21.60,0.00,0
Cash from Financing Activities,0.42,4.37,30.00,-0.41,-0.26
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,0.00,1.65,-0.95,4.86,-2.96
