Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0.00,0.00,0.00,0.00,0.00
Total Revenue,0.00,0.00,0.00,0.00,0.00
"Selling/General/Admin. Expenses, Total",1.19,1.57,2.52,2.27,2.62
Depreciation/Amortisation,0.00,0.12,0.01,0.01,0.04
Unusual Expense (Income),0,1.78,0,0,11.83
"Other Operating Expenses, Total",-0.03,-0.09,-0.18,-0.02,-0.10
Total Operating Expense,1.16,3.38,2.35,2.27,14.40
Operating Income,-1.16,-3.38,-2.35,-2.27,-14.40
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.09,-0.14,-1.13,-1.92,-0.34
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-1.25,-3.52,-3.47,-4.19,-14.74
Provision for Income Taxes,0.00,0.00,0.00,0.00,0.00
Net Income After Taxes,-1.25,-3.52,-3.47,-4.19,-14.74
Net Income Before Extra. Items,-1.25,-3.52,-3.27,-3.60,-12.42
Net Income,-1.25,-3.52,-3.27,-3.60,-12.42
Income Available to Com Excl ExtraOrd,-1.25,-3.52,-3.27,-3.60,-12.42
Income Available to Com Incl ExtraOrd,-1.25,-3.52,-3.27,-3.60,-12.42
Diluted Net Income,-1.25,-3.52,-3.27,-3.60,-12.42
Diluted Weighted Average Shares,1051.30,2384.07,7029.57,7342.67,7342.67
Diluted EPS Excluding ExtraOrd Items,-0.00,-0.00,-0.00,-0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,-0.00,-0.00,-0.00,-0.00
