Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,18 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0.00,0.00,4326.00,4221.00,9530.00
Total Revenue,0.00,0.00,4326.00,4221.00,9530.00
"Selling/General/Admin. Expenses, Total",35992.00,36233.00,46998.00,59605.00,85583.00
Depreciation/Amortisation,0,0,0,0,7511.00
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",4990.00,9793.00,19087.00,145657.00,7211.00
Total Operating Expense,40721.00,45961.00,83152.00,268694.00,143746.00
Operating Income,-40721.00,-45961.00,-78826.00,-264473.00,-134216.00
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-40721.00,-45961.00,-78826.00,-264473.00,-134216.00
Provision for Income Taxes,0.00,0.00,0.00,0.00,0.00
Net Income After Taxes,-40721.00,-45961.00,-78826.00,-264473.00,-134216.00
Net Income Before Extra. Items,-40721.00,-45961.00,-78826.00,-259961.00,-130393.00
Net Income,-40721.00,-45961.00,-78826.00,-259961.00,-130393.00
Income Available to Com Excl ExtraOrd,-40721.00,-45961.00,-78826.00,-259961.00,-130393.00
Income Available to Com Incl ExtraOrd,-40721.00,-45961.00,-78826.00,-259961.00,-130393.00
Diluted Net Income,-40721.00,-45961.00,-78826.00,-259961.00,-130393.00
Diluted Weighted Average Shares,2187.82,2337.25,2436.70,2436.70,2538.52
Diluted EPS Excluding ExtraOrd Items,-18.61,-19.66,-32.35,-106.69,-51.37
DPS - Common Stock Primary Issue,0,0,0,0,0.00
Diluted Normalised EPS,-18.61,-19.66,-32.35,-106.68,-51.37
