Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,42290.00,96691.00,73775.00,0,0
Short Term Investments,19541.00,0.00,53818.00,10.00,10.00
Cash and Short Term Investments,61831.00,96691.00,127593.00,27733.00,4776.00
"Accounts Receivable - Trade, Net",0,0,0,0,0
"Total Receivables, Net",156.00,91.00,374.00,352.00,471.00
Prepaid Expenses,10808.00,5228.00,22984.00,8467.00,485.00
"Other Current Assets, Total",2223.00,106.00,117.00,0,25000.00
Total Current Assets,75018.00,102116.00,153919.00,46646.00,35573.00
"Property/Plant/Equipment, Total - Gross",205832.00,227326.00,255860.00,0,0
"Accumulated Depreciation, Total",-2652.00,-4260.00,-6306.00,0,0
"Property/Plant/Equipment, Total - Net",203180.00,223066.00,249554.00,450051.00,552655.00
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",1190.00,1011.00,838.00,657.00,386.00
Long Term Investments,0,0,0,0,0
Total Assets,310082.00,369859.00,473281.00,551331.00,592849.00
Accounts Payable,6614.00,2084.00,5430.00,16960.00,6874.00
Accrued Expenses,4267.00,4178.00,7427.00,0,0
Notes Payable/Short Term Debt,0.00,0.00,23214.00,0.00,0.00
"Other Current liabilities, Total",1402.00,2564.00,1327.00,145215.00,53377.00
Total Current Liabilities,12283.00,8826.00,37398.00,187175.00,85842.00
Total Long Term Debt,0.00,0.00,153009.00,256798.00,289183.00
Total Debt,0.00,0.00,176223.00,281798.00,314774.00
Deferred Income Tax,0,0,0,0,0
"Other Liabilities, Total",1528.00,2076.00,2849.00,3748.00,52134.00
Total Liabilities,13811.00,10902.00,193256.00,440054.00,414579.00
"Common Stock, Total",1044920.00,1153516.00,1153516.00,1153516.00,1187008.00
Retained Earnings (Accumulated Deficit),-748649.00,-794559.00,-873491.00,-1042239.00,-1008738.00
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,296271.00,358957.00,280025.00,111277.00,178270.00
Total Liabilities & Shareholders' Equity,310082.00,369859.00,473281.00,551331.00,592849.00
Total Common Shares Outstanding,2236.70,2436.70,2436.70,2436.70,2561.70
"Tangible Book Value per Share, Common Eq",131.93,146.90,114.58,45.40,69.44
