Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,5.41,5.06,5.02,4.79,4.02
Total Revenue,5.41,5.06,5.02,4.79,4.02
"Selling/General/Admin. Expenses, Total",2.38,2.28,2.23,1.97,2.10
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.08,-0.19,0.00,-0.05,-0.00
"Other Operating Expenses, Total",-0.26,0.77,0.57,-0.45,-0.52
Total Operating Expense,5.20,5.99,4.24,4.51,4.47
Operating Income,0.21,-0.93,0.77,0.28,-0.45
"Interest Inc.(Exp.),Net-Non-Op., Total",0.40,1.12,0.50,1.65,1.39
"Other, Net",0,0,0,0,-0.02
Net Income Before Taxes,0.61,0.19,1.27,1.93,0.92
Provision for Income Taxes,0.54,0.23,0.13,0.37,-0.12
Net Income After Taxes,0.07,-0.04,1.14,1.55,1.03
Net Income Before Extra. Items,-0.19,-0.21,0.96,1.42,1.08
Net Income,-0.23,-0.33,0.96,1.42,1.08
Income Available to Com Excl ExtraOrd,-0.19,-0.21,0.96,1.42,1.08
Income Available to Com Incl ExtraOrd,-0.23,-0.33,0.96,1.42,1.08
Diluted Net Income,-0.23,-0.33,0.96,1.42,1.08
Diluted Weighted Average Shares,49.91,49.91,49.91,49.91,49.91
Diluted EPS Excluding ExtraOrd Items,-0.00,-0.00,0.02,0.03,0.02
DPS - Common Stock Primary Issue,0.00,0.00,0.00,0.00,0.00
Diluted Normalised EPS,-0.00,-0.01,0.02,0.03,0.02
