Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,0.61,0.19,3.65,1.93,0.92
Depreciation/Depletion,0.51,0.49,0.53,0.55,0.56
Non-Cash Items,-0.68,-0.57,-3.73,-2.18,-1.72
Cash Taxes Paid,0.41,0.18,0.30,-0.21,0.16
Changes in Working Capital,-0.25,-0.59,0.31,-0.33,0.80
Cash from Operating Activities,0.19,-0.44,0.81,-0.00,0.58
Capital Expenditures,-0.87,-0.52,-0.55,-0.28,-1.14
"Other Investing Cash Flow Items, Total",-3.66,-0.48,-0.65,0.05,0.33
Cash from Investing Activities,-4.53,-1.00,-1.21,-0.23,-0.81
Total Cash Dividends Paid,-0.15,-0.15,-0.15,-0.15,-0.15
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-0.19,-0.19,-0.25,-0.06,0.53
Foreign Exchange Effects,-0.09,0.10,0.04,-0.01,0.02
Net Change in Cash,-4.62,-1.53,-0.61,-0.30,0.32
