Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,6.92,5.18,4.77,4.48,4.79
"Accounts Receivable - Trade, Net",1.92,1.82,1.45,2.14,6.65
"Total Receivables, Net",2.20,2.13,1.90,2.16,6.80
Prepaid Expenses,0.04,0.13,0.05,0.04,0.03
"Other Current Assets, Total",0.39,0.96,0,0,0
Total Current Assets,10.28,9.16,7.36,7.20,12.39
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",5.66,4.01,4.04,4.40,4.97
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.10,0.07,0.05,0.03,0.02
Long Term Investments,8.66,11.32,11.54,11.80,12.66
Total Assets,30.37,30.81,31.41,32.07,33.72
Accounts Payable,0,0,0,0,0
Accrued Expenses,0.04,0.03,0.04,0.04,0.06
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",0.03,0.05,0.01,0.00,0
Total Current Liabilities,1.21,1.29,0.99,1.17,2.09
Total Long Term Debt,0.10,0.18,0.08,0.14,0.11
Total Debt,0.14,0.27,0.18,0.26,0.15
Deferred Income Tax,0.75,0.80,0.81,0.97,0.83
"Other Liabilities, Total",0.00,0.20,0,0,0
Total Liabilities,4.91,5.53,4.95,5.47,6.19
"Common Stock, Total",14.81,14.81,14.81,14.81,14.81
Retained Earnings (Accumulated Deficit),10.65,10.47,11.65,11.80,12.72
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,25.45,25.27,26.46,26.60,27.53
Total Liabilities & Shareholders' Equity,30.37,30.81,31.41,32.07,33.72
Total Common Shares Outstanding,49.91,49.91,49.91,49.91,49.91
"Tangible Book Value per Share, Common Eq",0.51,0.51,0.53,0.53,0.55
