Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Jul 2016,31 Jul 2017,31 Jul 2018,31 Jul 2019,31 Jul 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,58.71,57.11,57.96,58.99,60.51
Total Revenue,58.71,57.11,57.96,58.99,60.51
"Selling/General/Admin. Expenses, Total",0,0,0,0,0
Depreciation/Amortisation,0.50,0.45,0.48,0.51,0.65
Unusual Expense (Income),-0.03,-0.00,-0.01,0,0
"Other Operating Expenses, Total",3.43,4.16,1.53,1.87,1.53
Total Operating Expense,57.89,55.14,56.28,59.48,59.97
Operating Income,0.82,1.97,1.68,-0.49,0.53
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,0.82,1.97,1.68,-0.49,0.53
Provision for Income Taxes,0.54,0.48,0.43,0.09,0.34
Net Income After Taxes,0.29,1.49,1.24,-0.58,0.19
Net Income Before Extra. Items,0.06,1.30,1.04,-0.69,0.05
Net Income,0.06,1.30,1.04,-0.69,0.05
Income Available to Com Excl ExtraOrd,0.06,1.30,1.04,-0.69,0.05
Income Available to Com Incl ExtraOrd,0.06,1.30,1.04,-0.69,0.05
Diluted Net Income,0.06,1.30,1.04,-0.69,0.05
Diluted Weighted Average Shares,25.81,25.81,25.81,25.81,25.81
Diluted EPS Excluding ExtraOrd Items,0.00,0.05,0.04,-0.03,0.00
DPS - Common Stock Primary Issue,0.03,0.03,0.03,0.02,0.02
Diluted Normalised EPS,0.00,0.05,0.04,-0.03,0.00
