Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Jul 2016,31 Jul 2017,31 Jul 2018,31 Jul 2019,31 Jul 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,0.82,1.97,1.68,-0.49,0.53
Depreciation/Depletion,0.55,0.50,0.48,0.51,0.85
Non-Cash Items,-0.93,-1.57,-1.17,-0.65,-1.48
Cash Taxes Paid,0.78,0.50,0.52,0.40,0.39
Changes in Working Capital,-2.41,0.39,0.67,1.51,1.35
Cash from Operating Activities,-1.96,1.29,1.65,0.88,1.26
Capital Expenditures,-0.83,-0.17,-0.32,-2.44,-1.37
"Other Investing Cash Flow Items, Total",-0.14,-2.98,-3.44,-0.21,0.35
Cash from Investing Activities,-0.98,-3.15,-3.76,-2.66,-1.01
Total Cash Dividends Paid,-0.77,-0.77,-0.77,-0.77,-0.52
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-0.85,-0.85,-0.85,-0.91,-0.70
Foreign Exchange Effects,-0.12,-0.06,0.10,-0.03,-0.06
Net Change in Cash,-3.91,-2.77,-2.86,-2.71,-0.52
