Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,4.34,3.47,3.62,3.87,2.16
Depreciation/Depletion,0.17,0.14,0.16,0.79,0.87
Non-Cash Items,0.37,1.00,1.44,1.45,1.39
Cash Taxes Paid,0.02,0.05,0.29,0.61,0.69
Changes in Working Capital,-2.88,2.30,-0.50,-2.63,-1.30
Cash from Operating Activities,2.01,6.92,4.72,3.48,3.12
Capital Expenditures,-0.07,-0.18,-0.09,-0.07,-0.12
"Other Investing Cash Flow Items, Total",0.01,0.00,0.01,0.04,0.03
Cash from Investing Activities,-0.06,-0.18,-0.08,-0.03,-0.08
Total Cash Dividends Paid,0,-0.71,-1.77,-0.71,-0.71
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-1.79,-0.79,-1.87,-1.48,-1.49
Foreign Exchange Effects,-1.09,0.17,-0.33,0.23,0.13
Net Change in Cash,-0.93,6.12,2.44,2.21,1.68
