Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,4.04,0.34,0.08,0.14,1.49
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,4.04,0.34,0.08,0.14,1.49
"Accounts Receivable - Trade, Net",7.92,5.56,1.22,2.64,2.07
"Total Receivables, Net",7.92,5.67,1.29,2.64,2.07
Prepaid Expenses,0.11,1.16,0.09,0.05,0.09
"Other Current Assets, Total",0.18,0.32,0.34,0.34,0.37
Total Current Assets,14.30,10.37,2.74,5.45,5.92
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",10.89,17.46,16.55,13.20,13.31
"Goodwill, Net",0,4.27,0.00,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,2.55,0,0,0,0
Total Assets,30.89,32.67,20.28,19.03,19.56
Accounts Payable,0,0,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",0.68,0.10,0.10,0.10,0.10
Total Current Liabilities,13.54,19.67,23.70,8.35,6.97
Total Long Term Debt,4.12,2.31,1.53,9.68,9.62
Total Debt,12.62,16.74,13.99,12.52,12.79
Deferred Income Tax,0.48,0.23,0.13,0.07,0.04
"Other Liabilities, Total",0,0,0,13.26,6.45
Total Liabilities,18.14,23.88,24.12,28.52,19.74
"Common Stock, Total",13.45,13.45,13.45,14.59,26.16
Retained Earnings (Accumulated Deficit),-0.68,-4.77,-17.31,-24.10,-26.38
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-0.01,0.11,0.02,0.02,0.04
Total Equity,12.76,8.80,-3.83,-9.49,-0.19
Total Liabilities & Shareholders' Equity,30.89,32.67,20.28,19.03,19.56
Total Common Shares Outstanding,125.95,125.95,125.95,185.95,667.10
"Tangible Book Value per Share, Common Eq",0.10,0.04,-0.03,-0.05,-0.00
