Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,0.66,0.51,-1.08,0.66,0.15
Depreciation/Depletion,0.55,0.58,0.71,0.84,0.96
Non-Cash Items,0.33,0.23,0.06,0.19,-0.57
Cash Taxes Paid,0.16,0.39,0.35,-0.03,0.20
Changes in Working Capital,0.33,-0.02,1.06,2.37,-2.77
Cash from Operating Activities,1.86,1.29,0.76,4.05,-2.24
Capital Expenditures,-0.32,-3.02,-2.85,-0.40,-0.47
"Other Investing Cash Flow Items, Total",0.27,0.83,-0.03,0.16,2.75
Cash from Investing Activities,-0.05,-2.18,-2.88,-0.24,2.27
Total Cash Dividends Paid,-1.07,0,0,0,-0.39
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-1.33,0.23,1.15,-1.01,-0.27
Foreign Exchange Effects,0.03,-0.31,-0.05,-0.08,0.06
Net Change in Cash,0.51,-0.97,-1.02,2.73,-0.17
