Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,91.88,81.84,79.32,72.40,45.91
Total Revenue,91.88,81.84,79.32,72.40,45.91
"Selling/General/Admin. Expenses, Total",14.55,6.42,6.36,5.84,4.63
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),2.16,-0.19,0.04,0.06,-0.16
"Other Operating Expenses, Total",-1.68,5.23,-2.02,-1.21,-0.72
Total Operating Expense,91.89,84.81,75.40,66.83,45.77
Operating Income,-0.00,-2.96,3.92,5.57,0.14
"Interest Inc.(Exp.),Net-Non-Op., Total",2.37,-0.68,-0.59,-1.37,-0.78
"Other, Net",0,0,0,-2.97,-0.76
Net Income Before Taxes,2.37,-3.64,3.33,1.23,-1.40
Provision for Income Taxes,1.36,1.21,0.95,0.81,0.09
Net Income After Taxes,1.00,-4.85,2.37,0.42,-1.49
Net Income Before Extra. Items,1.00,-4.85,2.37,0.42,-1.49
Net Income,1.00,-4.85,2.37,0.42,-1.49
Income Available to Com Excl ExtraOrd,1.00,-4.85,2.37,0.42,-1.49
Income Available to Com Incl ExtraOrd,1.00,-4.85,2.37,0.42,-1.49
Diluted Net Income,1.00,-4.85,2.37,0.42,-1.49
Diluted Weighted Average Shares,349.18,349.18,349.18,349.18,349.18
Diluted EPS Excluding ExtraOrd Items,0.00,-0.01,0.01,0.00,-0.00
DPS - Common Stock Primary Issue,0.01,0,0,0,0
Diluted Normalised EPS,0.01,-0.01,0.01,0.00,-0.00
