Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,2.37,-3.64,3.33,1.23,-1.40
Depreciation/Depletion,1.14,0.84,0.90,1.10,1.03
Non-Cash Items,5.36,6.53,-1.88,3.09,1.49
Cash Taxes Paid,1.91,1.87,1.37,0.59,0.42
Changes in Working Capital,-21.77,-1.68,-3.99,1.55,-2.22
Cash from Operating Activities,-12.90,2.05,-1.64,6.97,-1.10
Capital Expenditures,-0.61,-0.88,-0.12,-0.06,-0.53
"Other Investing Cash Flow Items, Total",30.53,-5.38,3.84,-2.55,4.97
Cash from Investing Activities,29.93,-6.25,3.72,-2.60,4.43
Total Cash Dividends Paid,-1.75,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-9.46,-0.40,-5.61,-2.42,0.86
Foreign Exchange Effects,0.00,-0.00,0,0,0.00
Net Change in Cash,7.56,-4.61,-3.54,1.95,4.20
