Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Cash,13.13,0,0,0,0
Short Term Investments,0.33,0.30,0.29,0.20,0.16
Cash and Short Term Investments,13.46,8.82,5.28,8.40,11.29
"Accounts Receivable - Trade, Net",24.00,31.32,32.21,30.62,33.11
"Total Receivables, Net",35.91,43.41,38.66,37.52,39.77
Prepaid Expenses,0.09,0,0,0,0
"Other Current Assets, Total",0.04,0,0,0,0
Total Current Assets,50.21,53.19,44.89,46.87,52.26
"Property/Plant/Equipment, Total - Gross",18.05,0,0,0,0
"Accumulated Depreciation, Total",-14.06,0,0,0,0
"Property/Plant/Equipment, Total - Net",3.99,5.00,4.23,4.90,4.35
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,35.09,33.89,32.37,17.94,23.12
Total Assets,125.29,127.95,121.90,112.47,118.25
Accounts Payable,0,0,0,0,0
Accrued Expenses,3.66,0,0,0,0
Notes Payable/Short Term Debt,26.97,15.40,32.53,19.54,18.59
"Other Current liabilities, Total",7.97,8.15,4.77,4.57,6.68
Total Current Liabilities,48.69,55.08,50.81,55.12,54.10
Total Long Term Debt,1.48,3.47,1.33,1.61,5.04
Total Debt,30.93,21.78,36.05,36.37,35.02
Deferred Income Tax,0.02,0.00,0.00,0,0
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,50.20,58.55,52.14,56.72,59.15
"Common Stock, Total",46.81,46.81,46.81,46.81,46.81
Retained Earnings (Accumulated Deficit),28.76,35.95,38.33,38.75,37.26
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0.59,-13.62,-15.31,-29.90,-24.88
"Other Equity, Total",-1.08,0.25,-0.07,0.09,-0.09
Total Equity,75.09,69.40,69.76,55.75,59.10
Total Liabilities & Shareholders' Equity,125.29,127.95,121.90,112.47,118.25
Total Common Shares Outstanding,349.18,349.18,349.18,349.18,349.18
"Tangible Book Value per Share, Common Eq",0.22,0.20,0.20,0.16,0.17
