Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,13.35,1.75,0.47,16.44,13.25
"Accounts Receivable - Trade, Net",19.35,11.74,5.90,8.67,6.02
"Total Receivables, Net",36.07,16.22,22.51,30.58,15.86
Prepaid Expenses,0.06,0.07,0.05,0.08,0.06
"Other Current Assets, Total",0,0.00,41.69,0.00,0
Total Current Assets,71.99,48.65,64.72,47.10,33.60
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",3.44,3.45,3.27,3.27,3.07
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,3.86,7.15,11.07,11.04,15.76
Total Assets,91.43,89.37,84.06,61.40,64.93
Accounts Payable,0,0,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",10.87,1.56,16.43,4.19,4.82
Total Current Liabilities,35.76,18.23,32.45,11.14,11.53
Total Long Term Debt,0.00,0.00,0.00,0.05,4.12
Total Debt,0.00,3.30,3.70,2.62,4.94
Deferred Income Tax,0.55,0.86,0.72,0.29,0.22
"Other Liabilities, Total",6.63,17.27,0.00,0,0
Total Liabilities,42.96,36.33,33.15,11.40,15.76
"Common Stock, Total",26.08,29.42,30.91,31.29,31.66
Retained Earnings (Accumulated Deficit),22.73,23.52,21.43,20.41,18.12
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-0.34,0.11,-1.44,-1.70,-0.62
Total Equity,48.48,53.05,50.91,50.00,49.16
Total Liabilities & Shareholders' Equity,91.43,89.37,84.06,61.40,64.93
Total Common Shares Outstanding,315.66,337.41,347.98,351.21,355.91
"Tangible Book Value per Share, Common Eq",0.15,0.16,0.15,0.14,0.14
