Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,11912.29,11550.96,11482.56,11120.92,10705.84
Total Revenue,11912.29,11550.96,11482.56,11120.92,10705.84
"Selling/General/Admin. Expenses, Total",0,0,0,0,0
Depreciation/Amortisation,1632.10,1717.54,1783.74,1787.52,1762.07
Unusual Expense (Income),0,0,12289.00,0.00,0
"Other Operating Expenses, Total",1507.67,1812.38,1717.09,1732.88,1612.11
Total Operating Expense,7688.24,7949.50,20219.82,7690.00,7198.98
Operating Income,4224.05,3601.45,-8737.26,3430.93,3506.86
"Interest Inc.(Exp.),Net-Non-Op., Total",-564.60,-839.16,-1023.68,-1069.25,-731.05
"Other, Net",-59.65,-57.76,-50.74,-59.94,-45.29
Net Income Before Taxes,3599.81,2704.54,-9811.68,2301.74,2730.52
Provision for Income Taxes,645.85,487.06,434.37,479.99,717.98
Net Income After Taxes,2953.96,2217.47,-10246.05,1821.75,2012.54
Net Income Before Extra. Items,1713.59,944.18,-11551.32,528.21,831.44
Net Income,1713.59,944.18,-11551.32,528.21,831.44
Income Available to Com Excl ExtraOrd,1713.59,944.18,-11551.32,528.21,831.44
Income Available to Com Incl ExtraOrd,1713.59,944.18,-11551.32,528.21,831.44
Diluted Net Income,1713.59,944.18,-11551.32,528.21,831.44
Diluted Weighted Average Shares,8711.10,8711.10,8711.10,8711.10,8711.10
Diluted EPS Excluding ExtraOrd Items,0.20,0.11,-1.33,0.06,0.10
DPS - Common Stock Primary Issue,0.16,0.11,0.17,0.06,0.08
Diluted Normalised EPS,0.20,0.11,-0.41,0.06,0.10
