Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,Interim Report,ARS,PRESS
Cash,66.33,37.94,0,45.62,0
Short Term Investments,254.04,151.68,31.40,314.74,15.93
Cash and Short Term Investments,320.37,189.63,226.72,360.36,441.60
"Accounts Receivable - Trade, Net",2.47,2.64,53.52,72.48,81.81
"Total Receivables, Net",3.27,130.73,247.35,285.86,341.58
Prepaid Expenses,1.07,1.92,0.71,1.50,0.62
"Other Current Assets, Total",116.08,163.03,37.24,4.75,0
Total Current Assets,460.23,552.81,693.49,829.36,956.23
"Property/Plant/Equipment, Total - Gross",32.17,0,0,114.37,0
"Accumulated Depreciation, Total",-27.11,0,0,-50.31,0
"Property/Plant/Equipment, Total - Net",5.06,4.47,2.13,64.06,49.67
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,776.69,1138.73,1204.07,1341.81,1341.48
Total Assets,1556.06,1696.01,1899.69,2236.34,2347.37
Accounts Payable,18.65,19.27,0,16.71,0
Accrued Expenses,11.62,13.90,0,15.13,0
Notes Payable/Short Term Debt,65.92,136.75,80.48,145.17,324.96
"Other Current liabilities, Total",79.06,22.16,25.01,21.04,7.08
Total Current Liabilities,175.25,192.08,166.38,208.62,390.37
Total Long Term Debt,0.00,0.00,149.19,402.22,242.19
Total Debt,65.92,136.75,229.67,557.96,576.79
Deferred Income Tax,16.76,16.38,22.32,20.89,22.77
"Other Liabilities, Total",13.35,11.33,27.65,75.91,126.55
Total Liabilities,207.83,228.36,389.39,736.26,810.72
"Common Stock, Total",169.72,169.72,169.72,169.72,169.72
Retained Earnings (Accumulated Deficit),1227.09,1299.69,1349.36,1342.43,1363.12
Treasury Stock - Common,-1.77,-1.77,-1.77,-1.77,-1.77
Unrealised Gain (Loss),3.37,0,0,0,0
"Other Equity, Total",-50.18,0,-7.01,-10.30,5.58
Total Equity,1348.23,1467.64,1510.30,1500.08,1536.65
Total Liabilities & Shareholders' Equity,1556.06,1696.01,1899.69,2236.34,2347.37
Total Common Shares Outstanding,828.04,828.04,828.04,828.04,828.04
"Tangible Book Value per Share, Common Eq",1.63,1.77,1.82,1.81,1.86
