Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,82.54,170.70,107.02,39.73,0
Depreciation/Depletion,1.73,2.11,3.27,12.90,0
Non-Cash Items,-89.37,-179.04,-115.39,-37.59,0
Cash Taxes Paid,3.62,3.33,3.86,5.74,5.67
Changes in Working Capital,-6.90,-37.44,-18.15,-62.67,44.94
Cash from Operating Activities,-12.00,-43.66,-23.25,-47.62,44.94
Capital Expenditures,-1.97,-1.51,-1.97,-0.72,-2.56
"Other Investing Cash Flow Items, Total",-209.08,-95.34,-9.80,-30.68,44.42
Cash from Investing Activities,-211.05,-96.85,-11.77,-31.40,41.87
Total Cash Dividends Paid,-57.96,-41.40,-41.40,-37.26,-16.56
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,8.59,24.75,71.55,231.02,-13.97
Foreign Exchange Effects,-0.98,-3.04,-0.57,2.05,3.47
Net Change in Cash,-215.44,-118.80,35.95,154.05,76.30
