Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,131.22,136.33,171.96,210.25,97.32
Total Revenue,131.22,136.33,171.96,210.25,97.32
"Selling/General/Admin. Expenses, Total",22.18,25.29,23.97,22.12,19.64
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.00,-15.84,0.00,-10.59,4.58
"Other Operating Expenses, Total",-4.08,-2.73,-2.36,-3.57,-4.21
Total Operating Expense,113.20,101.10,137.18,178.52,73.98
Operating Income,18.03,35.22,34.78,31.73,23.34
"Interest Inc.(Exp.),Net-Non-Op., Total",64.51,135.48,73.44,8.52,24.22
"Other, Net",0,0.00,-0.19,-0.52,0
Net Income Before Taxes,82.54,170.70,108.03,39.73,47.56
Provision for Income Taxes,1.52,11.01,11.34,6.65,10.57
Net Income After Taxes,81.02,159.70,96.70,33.08,37.00
Net Income Before Extra. Items,80.68,159.20,96.28,32.25,36.75
Net Income,80.68,159.20,96.28,32.25,36.75
Income Available to Com Excl ExtraOrd,80.68,159.20,96.28,32.25,36.75
Income Available to Com Incl ExtraOrd,80.68,159.20,96.28,32.25,36.75
Diluted Net Income,80.68,159.20,96.28,32.25,36.75
Diluted Weighted Average Shares,828.04,828.04,828.04,828.04,828.04
Diluted EPS Excluding ExtraOrd Items,0.10,0.19,0.12,0.04,0.04
DPS - Common Stock Primary Issue,0.02,0.02,0.02,0.02,0.02
Diluted Normalised EPS,0.10,0.17,0.12,0.03,0.05
