Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,28.08,15.47,15.80,12.67,11.30
"Accounts Receivable - Trade, Net",16.05,1.56,1.05,0.37,6.33
"Total Receivables, Net",16.05,1.56,1.05,0.37,6.33
Prepaid Expenses,0,6.39,7.76,5.47,0
"Other Current Assets, Total",36.59,5.82,6.97,6.49,0.00
Total Current Assets,102.09,77.60,78.13,70.13,54.42
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",21.17,18.67,17.55,16.25,15.17
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,0.00,0.00,0.00,0.00,15.15
Total Assets,123.69,96.39,95.73,86.48,84.77
Accounts Payable,0,0,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",0.70,0.05,0.09,2.28,0.10
Total Current Liabilities,27.03,6.87,7.47,10.58,6.73
Total Long Term Debt,3.33,3.22,3.12,3.10,2.85
Total Debt,24.03,4.71,4.09,4.72,3.36
Deferred Income Tax,4.00,0.91,1.38,1.60,1.57
"Other Liabilities, Total",0,0.00,0.01,0.00,0
Total Liabilities,34.36,20.81,21.66,23.84,20.14
"Common Stock, Total",103.17,103.17,103.17,103.17,103.17
Retained Earnings (Accumulated Deficit),-15.48,-22.85,-24.24,-33.48,-31.52
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),3.97,-4.74,-4.86,-7.05,-7.02
"Other Equity, Total",-2.34,0,0,0,0
Total Equity,89.33,75.58,74.07,62.64,64.63
Total Liabilities & Shareholders' Equity,123.69,96.39,95.73,86.48,84.77
Total Common Shares Outstanding,5380.56,5380.56,5380.56,5380.56,5380.56
"Tangible Book Value per Share, Common Eq",0.02,0.01,0.01,0.01,0.01
