Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,PRESS,ARS
Revenue,45.65,33.31,30.29,14.73,18.30
Total Revenue,45.65,33.31,30.29,14.73,18.30
"Selling/General/Admin. Expenses, Total",11.19,11.28,6.27,7.06,4.22
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.02,0,0,0,0
"Other Operating Expenses, Total",-1.25,-0.41,-0.23,-0.41,-2.73
Total Operating Expense,31.02,41.57,31.05,19.41,16.24
Operating Income,14.63,-8.26,-0.76,-4.68,2.06
"Interest Inc.(Exp.),Net-Non-Op., Total",-1.24,-0.57,-0.21,-0.23,-0.21
"Other, Net",0,0,0,0,0
Net Income Before Taxes,13.39,-8.84,-0.97,-4.92,1.85
Provision for Income Taxes,3.45,-0.82,0.51,0.22,0.00
Net Income After Taxes,9.94,-8.02,-1.49,-5.13,1.85
Net Income Before Extra. Items,9.94,-7.97,-1.38,-5.07,2.15
Net Income,9.94,-7.97,-1.38,-9.41,2.12
Income Available to Com Excl ExtraOrd,9.94,-7.97,-1.38,-5.07,2.15
Income Available to Com Incl ExtraOrd,9.94,-7.97,-1.38,-9.41,2.12
Diluted Net Income,9.94,-7.97,-1.38,-9.41,2.12
Diluted Weighted Average Shares,5380.56,5380.56,5380.56,5380.56,5380.56
Diluted EPS Excluding ExtraOrd Items,0.00,-0.00,-0.00,-0.00,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.00,-0.00,-0.00,-0.00,0.00
