Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,78.68,185.53,72.39,55.71,-123.41
Depreciation/Depletion,0,5.79,4.29,3.82,3.92
Non-Cash Items,30.92,-70.32,40.47,53.42,175.49
Cash Taxes Paid,3.03,5.71,6.09,4.61,2.69
Changes in Working Capital,-1.82,-7.58,-4.34,-4.86,4.32
Cash from Operating Activities,107.78,113.41,112.80,108.08,60.32
Capital Expenditures,0,-0.37,-0.75,-1.22,-0.69
"Other Investing Cash Flow Items, Total",-127.01,-246.89,-26.18,-11.03,-8.90
Cash from Investing Activities,-127.01,-247.26,-26.93,-12.24,-9.59
Total Cash Dividends Paid,-63.60,-89.60,-92.08,-86.50,-47.83
"Issuance (Retirement) of Stock, Net",98.62,263.18,0,0,0
Cash from Financing Activities,30.27,151.99,-87.06,-87.56,-45.64
Foreign Exchange Effects,1.04,-2.78,-1.49,-0.36,2.39
Net Change in Cash,12.08,15.37,-2.68,7.92,7.48
