Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,123.63,158.72,155.88,149.81,88.57
Total Revenue,123.63,158.72,155.88,149.81,88.57
"Selling/General/Admin. Expenses, Total",2.68,6.25,6.61,6.52,5.02
Depreciation/Amortisation,0,5.79,4.29,3.82,3.92
Unusual Expense (Income),0.68,2.45,0,0,9.21
"Other Operating Expenses, Total",-2.44,1.25,0,0,0
Total Operating Expense,44.96,-26.80,59.29,57.72,54.72
Operating Income,78.68,185.53,96.59,92.09,33.85
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,-23.73,-35.88,-156.73
"Other, Net",0,0,-0.47,-0.51,-0.53
Net Income Before Taxes,78.68,185.53,72.39,55.70,-123.41
Provision for Income Taxes,16.57,28.95,5.87,3.95,-9.98
Net Income After Taxes,62.10,156.58,66.52,51.75,-113.43
Net Income Before Extra. Items,62.10,156.58,66.52,51.75,-113.43
Net Income,62.10,156.58,66.52,51.75,-113.43
Income Available to Com Excl ExtraOrd,60.37,152.13,62.07,47.30,-117.89
Income Available to Com Incl ExtraOrd,60.37,152.13,62.07,47.30,-117.89
Diluted Net Income,60.37,152.13,62.07,47.30,-117.89
Diluted Weighted Average Shares,1464.31,1861.19,1885.66,1909.66,1917.70
Diluted EPS Excluding ExtraOrd Items,0.04,0.08,0.03,0.02,-0.06
DPS - Common Stock Primary Issue,0.05,0.05,0.05,0.04,0.01
Diluted Normalised EPS,0.04,0.08,0.03,0.02,-0.06
