Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,2237.93,1867.92,2013.34,1800.56,1766.38
Total Revenue,2237.93,1867.92,2013.34,1800.56,1766.38
"Selling/General/Admin. Expenses, Total",157.78,127.07,139.28,143.28,128.84
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0.00,-2.70,-0.18,0.00
"Other Operating Expenses, Total",2.56,-1.26,-10.72,-3.84,7.29
Total Operating Expense,2216.18,1825.78,1975.88,1759.87,1756.34
Operating Income,21.76,42.14,37.46,40.70,10.05
"Interest Inc.(Exp.),Net-Non-Op., Total",-1.60,-1.62,-3.31,-3.87,-2.11
"Other, Net",0,0,0,0,0
Net Income Before Taxes,20.15,40.52,34.15,36.82,7.94
Provision for Income Taxes,9.06,6.45,6.88,4.51,2.93
Net Income After Taxes,11.10,34.07,27.27,32.31,5.01
Net Income Before Extra. Items,13.65,34.65,28.00,32.30,4.80
Net Income,13.65,34.65,28.00,32.30,4.80
Income Available to Com Excl ExtraOrd,13.65,34.65,28.00,32.30,4.80
Income Available to Com Incl ExtraOrd,13.65,34.65,28.00,32.30,4.80
Diluted Net Income,13.65,34.65,28.00,32.30,4.80
Diluted Weighted Average Shares,214.22,214.64,214.70,214.73,214.75
Diluted EPS Excluding ExtraOrd Items,0.06,0.16,0.13,0.15,0.02
DPS - Common Stock Primary Issue,0.17,0.18,0.18,0.14,0.08
Diluted Normalised EPS,0.07,0.16,0.12,0.15,0.04
