Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0.00,9.94,0.00,1.97,1.17
Cash and Short Term Investments,34.15,66.89,54.21,75.19,87.88
"Accounts Receivable - Trade, Net",370.08,383.80,429.91,401.85,339.89
"Total Receivables, Net",371.67,390.99,432.89,403.31,339.89
Prepaid Expenses,86.92,51.88,46.37,123.22,128.75
"Other Current Assets, Total",0.35,0.87,0.01,0.00,0.15
Total Current Assets,687.09,645.58,723.89,777.82,726.74
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",130.23,113.18,100.46,89.49,112.77
"Goodwill, Net",2.10,2.10,2.10,2.10,2.10
"Intangibles, Net",0,0,0,0,0
Long Term Investments,33.62,34.43,64.54,91.61,45.54
Total Assets,866.65,806.67,897.73,966.31,895.06
Accounts Payable,201.59,197.46,221.68,209.95,199.65
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,92.12,136.35,125.18,85.18
"Other Current liabilities, Total",101.84,99.38,86.58,173.69,173.10
Total Current Liabilities,444.55,391.81,448.42,509.81,458.98
Total Long Term Debt,2.89,3.85,0.00,0.36,0.26
Total Debt,144.01,98.83,140.16,126.53,86.49
Deferred Income Tax,2.86,3.00,3.27,2.44,2.24
"Other Liabilities, Total",0.00,0.00,8.03,1.73,6.35
Total Liabilities,448.44,396.81,458.47,513.65,467.36
"Common Stock, Total",21.45,21.46,21.46,21.48,21.48
Retained Earnings (Accumulated Deficit),396.78,388.42,417.82,431.21,406.24
Treasury Stock - Common,-0.02,-0.02,-0.02,-0.02,-0.02
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,418.20,409.86,439.26,452.66,427.70
Total Liabilities & Shareholders' Equity,866.65,806.67,897.73,966.31,895.06
Total Common Shares Outstanding,214.45,214.60,214.60,214.75,214.75
"Tangible Book Value per Share, Common Eq",1.94,1.90,2.04,2.10,1.98
