Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-8.86,0.35,0.73,-0.58,-1.25
Depreciation/Depletion,0.43,0.24,0.64,1.73,2.42
Non-Cash Items,8.30,0.97,1.97,3.40,0.14
Cash Taxes Paid,0.37,0.39,0.57,0.82,0.64
Changes in Working Capital,-1.17,1.04,0.59,-1.79,0.22
Cash from Operating Activities,-1.30,2.64,4.27,3.11,1.88
Capital Expenditures,-0.33,-3.31,-8.48,-6.75,-2.35
"Other Investing Cash Flow Items, Total",0.14,-1.92,-1.61,0.08,0.00
Cash from Investing Activities,-0.19,-5.23,-10.09,-6.67,-2.35
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0.00,3.38,0.11,2.23
Cash from Financing Activities,-6.56,1.92,3.27,-0.30,1.91
Foreign Exchange Effects,0.08,-0.00,-0.00,0.00,-0.00
Net Change in Cash,-7.96,-0.67,-2.55,-3.86,1.44
