Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,15.17,11.24,14.88,15.67,10.80
Total Revenue,15.17,11.24,14.88,15.67,10.80
"Selling/General/Admin. Expenses, Total",6.57,5.27,6.62,3.86,2.85
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.00,0.00,-0.16,0.00,-0.11
"Other Operating Expenses, Total",-0.20,-0.22,-0.15,-0.39,-0.28
Total Operating Expense,22.88,9.90,13.89,13.14,11.49
Operating Income,-7.70,1.34,0.99,2.54,-0.69
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.08,-0.13,-0.73,-2.51,-0.06
"Other, Net",0,0,0,0,-0.06
Net Income Before Taxes,-7.79,1.21,0.26,0.03,-0.82
Provision for Income Taxes,1.03,0.81,-0.52,0.61,0.43
Net Income After Taxes,-8.82,0.40,0.78,-0.58,-1.25
Net Income Before Extra. Items,-8.04,1.32,0.87,-0.48,-1.16
Net Income,-8.06,1.30,0.85,-0.48,-1.16
Income Available to Com Excl ExtraOrd,-8.04,1.32,0.87,-0.48,-1.16
Income Available to Com Incl ExtraOrd,-8.06,1.30,0.85,-0.48,-1.16
Diluted Net Income,-8.06,1.30,0.85,-0.48,-1.16
Diluted Weighted Average Shares,506.45,508.42,603.44,585.98,627.90
Diluted EPS Excluding ExtraOrd Items,-0.02,0.00,0.00,-0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.02,0.00,0.00,-0.00,-0.00
