Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,25.04,14.29,15.48,11.03,12.29
Total Revenue,25.04,14.29,15.48,11.03,12.29
"Selling/General/Admin. Expenses, Total",2.96,2.58,2.42,2.28,2.15
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0.02,0.15,1.59,0.01
"Other Operating Expenses, Total",-0.60,0.01,-0.34,-0.02,-0.12
Total Operating Expense,24.42,13.74,14.66,13.65,12.03
Operating Income,0.61,0.54,0.82,-2.62,0.26
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,-0.13
"Other, Net",0,-0.07,-0.06,-0.18,0
Net Income Before Taxes,0.61,0.47,0.76,-2.80,0.13
Provision for Income Taxes,0.02,-0.04,0.20,0.11,-0.02
Net Income After Taxes,0.59,0.50,0.56,-2.91,0.15
Net Income Before Extra. Items,0.59,0.51,0.45,-2.91,0.16
Net Income,0.59,0.51,0.45,-2.91,0.16
Income Available to Com Excl ExtraOrd,0.59,0.51,0.45,-2.91,0.16
Income Available to Com Incl ExtraOrd,0.59,0.51,0.45,-2.91,0.16
Diluted Net Income,0.61,0.51,0.45,-2.91,0.16
Diluted Weighted Average Shares,36.26,37.28,37.28,37.28,61.20
Diluted EPS Excluding ExtraOrd Items,0.02,0.01,0.01,-0.08,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.02,0.01,0.02,-0.05,0.00
