Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,54.71,94.99,-3.64,24.03,-36.84
Depreciation/Depletion,16.73,19.89,23.19,27.00,25.07
Non-Cash Items,-43.83,-46.64,39.56,-11.45,38.94
Cash Taxes Paid,9.43,2.24,20.60,5.90,1.94
Changes in Working Capital,-99.92,58.20,13.69,1.39,-7.63
Cash from Operating Activities,-72.31,126.44,72.80,40.97,19.55
Capital Expenditures,-30.89,-10.22,-1.10,-0.70,-1.27
"Other Investing Cash Flow Items, Total",164.99,-91.98,-186.12,-86.50,10.04
Cash from Investing Activities,134.10,-102.20,-187.23,-87.20,8.77
Total Cash Dividends Paid,-4.71,-7.06,-7.06,-7.06,-4.71
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-62.20,18.64,77.91,25.25,-29.53
Foreign Exchange Effects,0.05,-0.13,-4.12,-0.88,0.56
Net Change in Cash,0.67,42.75,-40.64,-21.85,-0.66
