Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,104.01,143.05,127.47,166.63,-12.03
Depreciation/Depletion,2.15,1.73,1.28,1.08,0.90
Non-Cash Items,25.82,-2.25,9.35,5.63,140.93
Cash Taxes Paid,18.67,27.27,24.15,27.54,27.23
Changes in Working Capital,-12.04,-26.27,-20.34,-65.20,-56.77
Cash from Operating Activities,119.93,116.26,117.76,108.14,73.03
Capital Expenditures,-0.32,-1.00,-0.76,-0.48,-0.41
"Other Investing Cash Flow Items, Total",-312.72,175.99,-335.65,-545.49,-191.83
Cash from Investing Activities,-313.04,174.99,-336.41,-545.96,-192.23
Total Cash Dividends Paid,-52.46,-82.62,-44.31,-68.34,-89.67
"Issuance (Retirement) of Stock, Net",0,103.80,0,279.40,326.10
Cash from Financing Activities,210.99,-238.80,211.67,406.71,179.67
Foreign Exchange Effects,-8.06,-2.07,-5.64,-2.87,8.06
Net Change in Cash,9.82,50.38,-12.61,-33.98,68.52
