Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,51.97,55.46,61.92,65.14,50.50
Total Revenue,51.97,55.46,61.92,65.14,50.50
"Selling/General/Admin. Expenses, Total",4.43,4.64,4.95,3.95,3.44
Depreciation/Amortisation,0.10,0.11,0.03,0.15,0.14
Unusual Expense (Income),1.48,-3.99,0.61,0.91,0.03
"Other Operating Expenses, Total",1.34,-1.37,-2.92,0.58,-1.29
Total Operating Expense,62.29,46.58,52.98,62.61,50.91
Operating Income,-10.32,8.88,8.94,2.53,-0.41
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-0.09,0.00,-0.67,-0.73
"Other, Net",0,-0.12,-0.45,-0.66,-0.72
Net Income Before Taxes,-10.32,8.68,8.49,1.21,-1.86
Provision for Income Taxes,-1.39,0.59,4.48,2.49,2.96
Net Income After Taxes,-8.94,8.09,4.00,-1.29,-4.83
Net Income Before Extra. Items,-8.55,8.53,3.75,2.12,-3.73
Net Income,-8.55,8.53,3.75,2.12,-3.73
Income Available to Com Excl ExtraOrd,-8.55,8.53,3.75,2.12,-3.73
Income Available to Com Incl ExtraOrd,-8.55,8.53,3.75,2.12,-3.73
Diluted Net Income,-8.55,8.53,3.75,2.12,-3.73
Diluted Weighted Average Shares,734.28,734.28,734.28,734.28,734.28
Diluted EPS Excluding ExtraOrd Items,-0.01,0.01,0.01,0.00,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,0.01,0.01,0.00,-0.01
