Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,0,0,0,9.51,14.91
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,5.50,14.06,12.42,9.51,14.91
"Accounts Receivable - Trade, Net",14.56,8.99,10.79,15.37,12.81
"Total Receivables, Net",15.58,8.99,12.93,15.37,12.81
Prepaid Expenses,0.03,0,0.06,0,0
"Other Current Assets, Total",3.29,0.04,0.40,0.08,0.07
Total Current Assets,25.08,23.88,26.84,25.70,27.80
"Property/Plant/Equipment, Total - Gross",139.09,0,139.14,0,0
"Accumulated Depreciation, Total",-120.24,0,-129.82,0,0
"Property/Plant/Equipment, Total - Net",21.39,14.62,11.87,11.05,16.77
"Goodwill, Net",0.00,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,0,0,0,0,0
Total Assets,46.47,38.49,42.75,42.06,51.14
Accounts Payable,3.76,0,5.23,0,0
Accrued Expenses,26.90,0,20.94,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",13.60,1.76,8.86,2.61,4.50
Total Current Liabilities,50.42,40.91,37.53,40.37,42.34
Total Long Term Debt,16.88,14.86,11.37,10.37,25.27
Total Debt,23.05,16.86,13.87,14.90,32.76
Deferred Income Tax,2.58,0.73,1.97,0.77,0.00
"Other Liabilities, Total",12.68,12.46,14.91,16.55,14.29
Total Liabilities,72.81,58.75,55.97,54.84,67.58
"Common Stock, Total",258.16,258.16,258.16,258.16,258.16
Retained Earnings (Accumulated Deficit),-286.39,-277.85,-273.07,-270.95,-274.60
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",1.89,-0.57,1.69,0,0
Total Equity,-26.34,-20.26,-13.22,-12.79,-16.44
Total Liabilities & Shareholders' Equity,46.47,38.49,42.75,42.06,51.14
Total Common Shares Outstanding,734.28,734.28,734.28,734.28,734.28
"Tangible Book Value per Share, Common Eq",-0.04,-0.03,-0.02,-0.02,-0.02
