Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,6.79,8.16,4.87,7.10,5.07
Depreciation/Depletion,0.33,0.29,0.30,0.30,0.32
Non-Cash Items,1.20,-4.55,-5.84,-4.86,-3.64
Cash Taxes Paid,0.22,0.13,1.11,0.81,0.09
Changes in Working Capital,-0.11,3.96,-2.92,3.93,6.54
Cash from Operating Activities,8.21,7.86,-3.60,6.47,8.29
Capital Expenditures,-0.17,-0.21,-0.29,-0.13,-0.16
"Other Investing Cash Flow Items, Total",-34.17,28.60,-59.09,11.36,6.80
Cash from Investing Activities,-34.34,28.40,-59.38,11.24,6.64
Total Cash Dividends Paid,-6.54,-6.53,-7.18,-6.53,-6.53
"Issuance (Retirement) of Stock, Net",-0.10,-0.07,-0.10,0.00,0
Cash from Financing Activities,23.03,-22.45,42.96,-10.72,-5.79
Foreign Exchange Effects,-0.34,0.01,-0.12,0.01,0.04
Net Change in Cash,-3.44,13.82,-20.13,6.99,9.18
