Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,11.20,14.50,10.42,14.52,10.31
Total Revenue,11.20,14.50,10.42,14.52,10.31
"Selling/General/Admin. Expenses, Total",5.56,5.53,7.20,5.72,6.16
Depreciation/Amortisation,0.33,0.29,0.30,0.30,0.32
Unusual Expense (Income),4.05,3.30,-1.46,-0.00,2.36
"Other Operating Expenses, Total",-1.27,-0.30,-0.26,-0.25,1.76
Total Operating Expense,4.41,6.10,5.39,6.42,3.83
Operating Income,6.79,8.40,5.03,8.11,6.48
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-0.25,-0.16,-1.01,-1.59
"Other, Net",0,0,0,0,0.18
Net Income Before Taxes,6.79,8.16,4.87,7.10,5.07
Provision for Income Taxes,0.24,0.75,0.51,0.64,0.91
Net Income After Taxes,6.55,7.41,4.36,6.46,4.16
Net Income Before Extra. Items,6.55,7.41,4.35,6.48,4.15
Net Income,6.55,7.41,4.35,6.48,4.15
Income Available to Com Excl ExtraOrd,6.55,7.41,4.35,6.48,4.15
Income Available to Com Incl ExtraOrd,6.55,7.41,4.35,6.48,4.15
Diluted Net Income,6.55,7.41,4.35,6.48,4.15
Diluted Weighted Average Shares,654.88,653.05,652.91,652.66,652.66
Diluted EPS Excluding ExtraOrd Items,0.01,0.01,0.01,0.01,0.01
DPS - Common Stock Primary Issue,0.01,0.01,0.01,0.01,0.01
Diluted Normalised EPS,0.02,0.02,0.00,0.01,0.01
