Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,44.19,460.28,75.91,57.17,152.85
Total Revenue,44.19,460.28,75.91,57.17,152.85
"Selling/General/Admin. Expenses, Total",19.09,20.28,16.53,24.89,11.74
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-30.45,0,0,-0.01,0.00
"Other Operating Expenses, Total",21.19,11.95,6.36,27.82,7.28
Total Operating Expense,28.78,419.98,75.59,92.45,137.61
Operating Income,15.41,40.29,0.32,-35.28,15.24
"Interest Inc.(Exp.),Net-Non-Op., Total",10.95,-2.39,21.27,4.54,-27.62
"Other, Net",0,0,0,-0.79,-0.04
Net Income Before Taxes,26.37,37.91,21.59,-31.53,-12.42
Provision for Income Taxes,-4.41,2.74,3.34,-6.04,-1.55
Net Income After Taxes,30.77,35.17,18.25,-25.49,-10.87
Net Income Before Extra. Items,31.11,28.43,22.65,-7.83,-13.29
Net Income,31.11,28.43,22.65,-7.83,-13.29
Income Available to Com Excl ExtraOrd,31.11,28.43,22.65,-7.83,-13.29
Income Available to Com Incl ExtraOrd,31.11,28.43,22.65,-7.83,-13.29
Diluted Net Income,31.11,28.43,22.65,-7.83,-13.29
Diluted Weighted Average Shares,2942.58,2941.07,4269.38,4218.61,4212.03
Diluted EPS Excluding ExtraOrd Items,0.01,0.01,0.01,-0.00,-0.00
DPS - Common Stock Primary Issue,0.00,0.00,0.00,0.00,0
Diluted Normalised EPS,0.00,0.01,0.01,-0.00,-0.00
