Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,26.37,37.91,21.59,-31.53,-12.42
Depreciation/Depletion,0.32,0.35,0.32,1.47,1.36
Non-Cash Items,-21.68,1.37,-8.83,19.89,32.32
Cash Taxes Paid,4.28,1.91,13.25,0.96,-0.18
Changes in Working Capital,24.69,133.03,-1049.66,-330.10,129.25
Cash from Operating Activities,29.71,172.66,-1036.58,-340.27,150.50
Capital Expenditures,-0.76,-0.79,-0.11,-0.46,-0.03
"Other Investing Cash Flow Items, Total",129.92,-105.60,21.05,40.44,81.35
Cash from Investing Activities,129.16,-106.38,20.94,39.98,81.32
Total Cash Dividends Paid,-5.74,-8.61,-12.85,-6.33,0.00
"Issuance (Retirement) of Stock, Net",0.65,143.52,-7.40,-0.50,0.00
Cash from Financing Activities,-148.49,76.65,922.21,228.59,-160.16
Foreign Exchange Effects,0.34,-0.60,0.43,-0.33,0.00
Net Change in Cash,10.71,142.33,-93.00,-72.03,71.66
