Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,PROSPECTUS,ARS,ARS,ARS,ARS
Revenue,35.73,39.19,56.36,78.80,86.19
Total Revenue,35.73,39.19,56.36,78.80,86.19
"Selling/General/Admin. Expenses, Total",6.93,8.13,11.49,18.30,21.99
Depreciation/Amortisation,0.20,0.93,1.22,1.51,1.51
Unusual Expense (Income),-0.03,1.13,-0.02,-0.12,-1.62
"Other Operating Expenses, Total",-0.29,-0.59,-0.91,-1.01,-0.62
Total Operating Expense,30.94,34.93,48.72,68.33,69.77
Operating Income,4.79,4.26,7.65,10.47,16.42
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.04,-0.04,-0.06,-0.08,-0.04
"Other, Net",0,0,0,0,0
Net Income Before Taxes,4.75,4.22,7.58,10.39,16.38
Provision for Income Taxes,0.79,0.75,1.16,1.97,2.51
Net Income After Taxes,3.96,3.48,6.42,8.42,13.86
Net Income Before Extra. Items,3.96,3.48,6.42,8.42,13.86
Net Income,3.96,3.48,6.42,8.42,13.86
Income Available to Com Excl ExtraOrd,3.96,3.48,6.42,8.42,13.86
Income Available to Com Incl ExtraOrd,3.96,3.48,6.42,8.42,13.86
Diluted Net Income,3.96,3.48,6.42,8.42,13.86
Diluted Weighted Average Shares,200.00,183.40,217.18,228.88,228.92
Diluted EPS Excluding ExtraOrd Items,0.02,0.02,0.03,0.04,0.06
DPS - Common Stock Primary Issue,0,0.01,0.01,0.02,0.03
Diluted Normalised EPS,0.02,0.02,0.03,0.04,0.05
