Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,177.81,176.30,176.40,257.33,292.01
Total Revenue,177.81,176.30,176.40,257.33,292.01
"Selling/General/Admin. Expenses, Total",0,0,0,0,0
Depreciation/Amortisation,4.47,4.45,5.29,5.30,5.00
Unusual Expense (Income),0.00,0,0,0,0
"Other Operating Expenses, Total",-1.15,-1.62,-5.31,-15.31,-14.24
Total Operating Expense,55.19,51.09,49.35,59.61,72.07
Operating Income,122.62,125.20,127.05,197.72,219.93
"Interest Inc.(Exp.),Net-Non-Op., Total",-30.55,58.54,23.40,-47.05,-260.33
"Other, Net",0,0,0,0,0
Net Income Before Taxes,92.07,183.74,150.45,150.67,-40.40
Provision for Income Taxes,21.82,36.06,19.73,17.45,0.35
Net Income After Taxes,70.25,147.68,130.71,133.22,-40.75
Net Income Before Extra. Items,62.00,136.31,117.49,118.75,-36.27
Net Income,62.00,136.31,117.49,118.75,-36.27
Income Available to Com Excl ExtraOrd,56.50,131.00,113.74,115.00,-40.02
Income Available to Com Incl ExtraOrd,56.50,131.00,113.74,115.00,-40.02
Diluted Net Income,62.00,131.00,113.74,115.00,-40.02
Diluted Weighted Average Shares,2223.31,2432.72,2520.55,4193.09,5408.54
Diluted EPS Excluding ExtraOrd Items,0.03,0.05,0.05,0.03,-0.01
DPS - Common Stock Primary Issue,0.05,0.04,0.03,0.03,0.02
Diluted Normalised EPS,0.03,0.05,0.05,0.03,-0.01
