Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,127.31,115.71,122.29,134.51,103.06
Total Revenue,127.31,115.71,122.29,134.51,103.06
"Selling/General/Admin. Expenses, Total",25.88,20.81,22.60,26.03,21.68
Depreciation/Amortisation,0.83,0.43,0.54,0.97,1.18
Unusual Expense (Income),0.15,0.09,0.10,5.43,-0.12
"Other Operating Expenses, Total",0.17,-1.29,-0.56,3.27,-1.19
Total Operating Expense,128.30,111.56,119.78,146.14,99.19
Operating Income,-0.99,4.15,2.51,-11.63,3.86
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.56,-0.45,-0.43,-0.92,-0.74
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-1.55,3.69,2.08,-12.54,3.12
Provision for Income Taxes,1.16,0.75,0.55,-0.25,0.52
Net Income After Taxes,-2.70,2.95,1.54,-12.29,2.61
Net Income Before Extra. Items,-2.70,2.95,1.54,-12.28,2.61
Net Income,-2.70,2.95,1.54,-12.28,2.61
Income Available to Com Excl ExtraOrd,-2.70,2.95,1.54,-12.28,2.61
Income Available to Com Incl ExtraOrd,-2.70,2.95,1.54,-12.28,2.61
Diluted Net Income,-2.70,2.95,1.54,-12.28,2.61
Diluted Weighted Average Shares,271.48,271.92,271.66,271.66,271.66
Diluted EPS Excluding ExtraOrd Items,-0.01,0.01,0.01,-0.05,0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,0.01,0.01,-0.03,0.01
