Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-1.55,3.69,2.08,-12.54,3.12
Depreciation/Depletion,2.48,2.56,2.89,5.69,4.91
Non-Cash Items,1.81,-0.45,-0.26,13.10,-1.08
Cash Taxes Paid,0.83,-0.21,0.27,0.86,0.48
Changes in Working Capital,0.15,-7.31,-1.62,3.69,1.84
Cash from Operating Activities,3.20,-0.87,3.77,10.86,9.59
Capital Expenditures,-1.89,-1.92,-1.53,-3.32,-1.98
"Other Investing Cash Flow Items, Total",0.24,1.29,-4.88,-0.64,0.50
Cash from Investing Activities,-1.65,-0.64,-6.41,-3.96,-1.48
Total Cash Dividends Paid,0.00,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,-2.09,1.92,3.88,-6.15,-5.79
Foreign Exchange Effects,-0.17,0.00,0.00,-0.22,0.04
Net Change in Cash,-0.71,0.41,1.23,0.53,2.36
