Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,837.64,323.99,96.51,166.02,7.47
Total Revenue,837.64,323.99,96.51,166.02,7.47
"Selling/General/Admin. Expenses, Total",14.10,17.72,11.50,10.93,7.20
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0.00,2.75,16.80,12.35
"Other Operating Expenses, Total",0.82,20.84,4.03,2.58,-10.21
Total Operating Expense,814.30,334.51,102.17,184.09,16.43
Operating Income,23.34,-10.52,-5.66,-18.07,-8.96
"Interest Inc.(Exp.),Net-Non-Op., Total",-5.82,5.44,18.95,2.15,12.21
"Other, Net",0,0,0,0,0
Net Income Before Taxes,17.52,-5.08,13.29,-15.92,3.25
Provision for Income Taxes,5.49,2.28,1.09,0.98,0.65
Net Income After Taxes,12.03,-7.36,12.21,-16.89,2.60
Net Income Before Extra. Items,12.03,-7.36,12.21,-16.89,2.60
Net Income,12.03,-7.36,12.21,-16.89,2.60
Income Available to Com Excl ExtraOrd,12.03,-7.36,12.21,-16.89,2.60
Income Available to Com Incl ExtraOrd,12.03,-7.36,12.21,-16.89,2.60
Diluted Net Income,12.03,-7.36,12.21,-16.89,2.60
Diluted Weighted Average Shares,245.18,246.68,246.68,246.68,246.68
Diluted EPS Excluding ExtraOrd Items,0.05,-0.03,0.05,-0.07,0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.05,-0.03,0.06,-0.02,0.05
