Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,211.66,301.26,3.29,0.77,0.80
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,211.66,301.26,3.29,0.77,0.80
"Accounts Receivable - Trade, Net",341.64,180.83,91.66,92.93,31.76
"Total Receivables, Net",341.64,255.35,138.44,116.21,129.19
Prepaid Expenses,5.23,5.91,40.54,9.55,10.39
"Other Current Assets, Total",0,0,0,0,0
Total Current Assets,558.62,562.62,182.36,126.52,140.38
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",1.09,0.98,0.99,0.66,0.48
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",1.10,1.09,1.10,1.09,1.08
Long Term Investments,0,0.00,0.25,0.25,0.25
Total Assets,813.56,1138.71,871.07,984.93,984.44
Accounts Payable,0,0,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",16.44,62.43,19.54,21.52,22.56
Total Current Liabilities,472.59,761.80,496.16,384.48,348.35
Total Long Term Debt,274.27,317.37,303.12,542.00,575.00
Total Debt,433.37,727.32,404.30,589.93,599.49
Deferred Income Tax,0,0,0,0,0
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,748.78,1081.09,801.20,928.40,925.27
"Common Stock, Total",124.91,124.91,124.91,124.91,124.91
Retained Earnings (Accumulated Deficit),-61.21,-68.57,-56.36,-69.74,-67.15
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",1.07,1.27,1.33,1.36,1.41
Total Equity,64.78,57.62,69.87,56.53,59.17
Total Liabilities & Shareholders' Equity,813.56,1138.71,871.07,984.93,984.44
Total Common Shares Outstanding,246.68,246.68,246.68,246.68,246.68
"Tangible Book Value per Share, Common Eq",0.26,0.23,0.28,0.22,0.24
