Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,62.70,69.53,70.53,75.76,139.13
Depreciation/Depletion,14.92,14.81,16.46,41.76,50.59
Non-Cash Items,12.63,12.49,13.27,16.78,27.07
Cash Taxes Paid,12.95,8.93,14.90,14.82,12.25
Changes in Working Capital,-12.18,-18.30,-8.03,-16.97,57.36
Cash from Operating Activities,78.07,78.53,92.23,117.32,274.15
Capital Expenditures,-89.86,-17.72,-28.17,-53.61,-17.13
"Other Investing Cash Flow Items, Total",1.16,0.37,1.18,1.43,1.01
Cash from Investing Activities,-88.70,-17.35,-26.98,-52.18,-16.12
Total Cash Dividends Paid,-54.88,-51.12,-51.12,-52.62,-79.69
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-52.20,-51.12,-51.12,-75.91,-80.90
Foreign Exchange Effects,0.40,-0.14,-0.33,-0.05,0.35
Net Change in Cash,-62.42,9.93,13.80,-10.82,177.48
