Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,796.68,829.88,890.93,991.28,1394.00
Total Revenue,796.68,829.88,890.93,991.28,1394.00
"Selling/General/Admin. Expenses, Total",137.78,143.45,159.87,180.46,252.38
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",-8.75,-7.90,-5.27,-6.18,-36.66
Total Operating Expense,721.06,748.02,807.15,898.70,1227.86
Operating Income,75.63,81.86,83.79,92.58,166.14
"Interest Inc.(Exp.),Net-Non-Op., Total",0.57,0.24,0.89,-0.68,-1.03
"Other, Net",0,0,0,0,0
Net Income Before Taxes,76.20,82.09,84.67,91.91,165.11
Provision for Income Taxes,13.50,12.56,14.15,16.15,25.98
Net Income After Taxes,62.70,69.53,70.53,75.76,139.13
Net Income Before Extra. Items,62.65,69.79,70.80,75.73,138.65
Net Income,62.65,69.79,70.80,75.73,138.65
Income Available to Com Excl ExtraOrd,62.65,69.79,70.80,75.73,138.65
Income Available to Com Incl ExtraOrd,62.65,69.79,70.80,75.73,138.65
Diluted Net Income,62.65,69.79,70.80,75.73,138.65
Diluted Weighted Average Shares,1503.54,1503.54,1503.54,1503.54,1503.54
Diluted EPS Excluding ExtraOrd Items,0.04,0.05,0.05,0.05,0.09
DPS - Common Stock Primary Issue,0.04,0.03,0.03,0.04,0.07
Diluted Normalised EPS,0.04,0.05,0.05,0.05,0.09
