Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,1689541.00,1138153.00,-46413.00,-263422.00,806183.00
Depreciation/Depletion,1402187.00,1430421.00,1488895.00,1522327.00,1484962.00
Non-Cash Items,961650.00,1008760.00,1364911.00,1402851.00,1185338.00
Cash Taxes Paid,503616.00,710866.00,742803.00,322097.00,241405.00
Changes in Working Capital,-1984808.00,-1646689.00,-1811085.00,-998614.00,-937615.00
Cash from Operating Activities,2068570.00,1930645.00,996308.00,1663142.00,2538868.00
Capital Expenditures,-1416374.00,-1246173.00,-1614321.00,-1937582.00,-1425797.00
"Other Investing Cash Flow Items, Total",-207640.00,-461306.00,-450783.00,-651014.00,-149658.00
Cash from Investing Activities,-1624014.00,-1707479.00,-2065104.00,-2588596.00,-1575455.00
Total Cash Dividends Paid,-68288.00,-86554.00,-102713.00,-36662.00,0.00
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,2435.00,294868.00,337882.00,505128.00,-314123.00
Foreign Exchange Effects,-11253.00,6802.00,30109.00,-21081.00,9742.00
Net Change in Cash,435738.00,524836.00,-700805.00,-441407.00,659032.00
