Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,2.91,1.60,1.43,0.36,0.28
Depreciation/Depletion,0.41,0.46,0.71,1.66,1.48
Non-Cash Items,0.10,0.35,0.10,0.28,0.25
Cash Taxes Paid,0.03,0.51,0.40,0.63,0.28
Changes in Working Capital,-0.76,-2.02,-0.99,0.31,0.27
Cash from Operating Activities,2.73,0.44,1.26,2.62,2.29
Capital Expenditures,-0.11,-0.32,-0.19,-0.39,-0.28
"Other Investing Cash Flow Items, Total",0.11,0.19,0.06,0.06,0.10
Cash from Investing Activities,-0.00,-0.13,-0.13,-0.33,-0.19
Total Cash Dividends Paid,-0.38,-1.50,-1.16,-0.39,0.00
"Issuance (Retirement) of Stock, Net",0,1.00,0.00,0,0
Cash from Financing Activities,-1.19,1.53,-1.96,-2.23,2.97
Foreign Exchange Effects,-0.04,0.00,0.01,0.00,-0.00
Net Change in Cash,1.51,1.84,-0.82,0.06,5.07
