Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,300.56,295.63,327.11,352.49,417.75
Total Revenue,300.56,295.63,327.11,352.49,417.75
"Selling/General/Admin. Expenses, Total",9.69,10.56,13.34,15.81,18.88
Depreciation/Amortisation,0.35,0.34,0.31,0.49,0.55
Unusual Expense (Income),-0.01,0.03,-0.00,0.16,0.17
"Other Operating Expenses, Total",-3.25,-0.72,-0.74,-0.57,-2.55
Total Operating Expense,296.18,278.73,293.03,320.80,395.28
Operating Income,4.39,16.90,34.09,31.69,22.48
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,4.39,16.90,34.09,31.69,22.48
Provision for Income Taxes,0.61,2.69,7.30,5.47,3.07
Net Income After Taxes,3.77,14.21,26.79,26.22,19.41
Net Income Before Extra. Items,3.77,14.21,26.79,26.22,19.41
Net Income,3.77,14.21,26.79,26.22,19.41
Income Available to Com Excl ExtraOrd,3.77,14.21,26.79,26.22,19.41
Income Available to Com Incl ExtraOrd,3.77,14.21,26.79,26.22,19.41
Diluted Net Income,3.77,14.21,26.79,26.22,19.41
Diluted Weighted Average Shares,266.49,265.11,293.39,303.20,303.20
Diluted EPS Excluding ExtraOrd Items,0.01,0.05,0.09,0.09,0.06
DPS - Common Stock Primary Issue,0.01,0.01,0.01,0.02,0.02
Diluted Normalised EPS,0.01,0.05,0.09,0.09,0.06
