Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-4.78,-29.48,-25.37,-36.30,-2.64
Depreciation/Depletion,0.01,0.01,0.00,0.05,0.05
Non-Cash Items,-20.86,29.74,20.12,31.60,-2.65
Cash Taxes Paid,0.90,0.67,0.02,0.00,0.00
Changes in Working Capital,1.01,24.71,-0.73,-0.16,-0.02
Cash from Operating Activities,-24.62,24.98,-5.98,-4.80,-5.25
Capital Expenditures,-25.79,-56.90,0.00,0,0
"Other Investing Cash Flow Items, Total",22.38,215.05,1.09,1.85,-34.71
Cash from Investing Activities,-3.42,158.15,1.09,1.85,-34.71
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,31.70,-101.37,0.00,-0.06,-0.06
Foreign Exchange Effects,-0.00,0.03,0,0,0
Net Change in Cash,3.66,81.79,-4.89,-3.01,-40.02
