Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,54.24,35.99,33.89,28.27,10.69
Total Revenue,54.24,35.99,33.89,28.27,10.69
"Selling/General/Admin. Expenses, Total",13.45,9.78,9.85,10.04,7.66
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.01,0.00,-0.45,-0.05,-0.30
"Other Operating Expenses, Total",10.28,5.58,7.40,6.10,3.78
Total Operating Expense,47.68,32.28,32.54,29.49,20.16
Operating Income,6.56,3.72,1.36,-1.23,-9.47
"Interest Inc.(Exp.),Net-Non-Op., Total",2.73,7.44,2.48,2.04,1.58
"Other, Net",0,0,0,0,0
Net Income Before Taxes,9.29,11.16,3.84,0.82,-7.89
Provision for Income Taxes,1.86,2.03,2.07,1.19,0.38
Net Income After Taxes,7.43,9.13,1.77,-0.37,-8.28
Net Income Before Extra. Items,4.82,6.23,-1.06,-1.70,-4.88
Net Income,4.82,6.23,-1.06,18.95,-4.88
Income Available to Com Excl ExtraOrd,4.82,6.23,-1.06,-1.70,-4.88
Income Available to Com Incl ExtraOrd,4.82,6.23,-1.06,18.95,-4.88
Diluted Net Income,4.82,6.23,-1.06,18.95,-4.88
Diluted Weighted Average Shares,1055.64,1055.64,1055.64,1055.64,1055.64
Diluted EPS Excluding ExtraOrd Items,0.00,0.01,-0.00,-0.00,-0.00
DPS - Common Stock Primary Issue,0.01,0.01,0.01,0.01,0.00
Diluted Normalised EPS,0.01,0.01,-0.00,-0.00,-0.00
