Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,11.71,13.08,8.66,9.84,8.56
Short Term Investments,12.84,18.89,17.13,21.45,22.14
Cash and Short Term Investments,24.55,31.97,25.79,31.28,30.70
"Accounts Receivable - Trade, Net",1.46,1.46,0.71,0.78,0.03
"Total Receivables, Net",2.20,1.79,1.21,1.53,0.78
Prepaid Expenses,0.65,0.62,0.32,0.25,0.21
"Other Current Assets, Total",7.96,7.00,146.20,50.67,53.08
Total Current Assets,35.85,41.77,173.78,83.97,84.93
"Property/Plant/Equipment, Total - Gross",398.31,451.43,285.26,306.82,289.39
"Accumulated Depreciation, Total",-85.39,-89.24,-58.86,-58.52,-58.39
"Property/Plant/Equipment, Total - Net",312.93,362.19,226.40,248.30,231.00
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.05,0.04,0.04,0.04,0.04
Long Term Investments,92.64,92.39,89.89,36.55,36.40
Total Assets,441.75,496.74,490.40,369.27,352.72
Accounts Payable,3.24,2.87,2.32,2.47,0.72
Accrued Expenses,6.05,6.52,5.67,5.76,4.60
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",2.19,13.30,47.48,13.27,1.34
Total Current Liabilities,27.41,35.16,104.11,24.87,18.37
Total Long Term Debt,68.04,64.92,0.00,5.78,13.80
Total Debt,83.96,77.39,48.64,9.16,25.51
Deferred Income Tax,30.22,38.30,26.72,28.46,26.82
"Other Liabilities, Total",0.05,0.02,0.00,0,0
Total Liabilities,180.85,201.14,195.88,127.41,118.56
"Common Stock, Total",209.52,209.52,209.52,209.52,209.52
Retained Earnings (Accumulated Deficit),-18.53,-20.49,36.22,-23.54,-28.12
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),98.84,135.22,48.55,49.31,47.20
"Other Equity, Total",-28.92,-28.64,0.23,6.57,5.57
Total Equity,260.90,295.61,294.53,241.86,234.16
Total Liabilities & Shareholders' Equity,441.75,496.74,490.40,369.27,352.72
Total Common Shares Outstanding,1055.64,1055.64,1055.64,1055.64,1055.64
"Tangible Book Value per Share, Common Eq",0.25,0.28,0.28,0.23,0.22
