Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,10.08,9.69,10.93,0.62,10.81
Depreciation/Depletion,0.38,0.52,0.55,2.21,2.18
Non-Cash Items,0.32,0.34,2.72,12.02,0.16
Cash Taxes Paid,1.46,1.24,1.18,1.71,1.33
Changes in Working Capital,-0.43,-8.40,-0.81,-0.75,1.24
Cash from Operating Activities,10.35,2.15,13.40,14.09,14.39
Capital Expenditures,-0.85,-0.57,-0.29,-0.95,-0.63
"Other Investing Cash Flow Items, Total",-5.95,0.12,0.07,0.15,0.20
Cash from Investing Activities,-6.80,-0.45,-0.22,-0.80,-0.43
Total Cash Dividends Paid,-6.39,-6.65,-8.06,-7.25,-2.38
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,-0.47
Cash from Financing Activities,-6.39,-6.65,-8.06,-8.85,-4.43
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-2.83,-4.95,5.12,4.44,9.53
