Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,Interim Report,ARS,ARS
Cash,11.38,10.43,14.55,17.99,23.41
Short Term Investments,10.00,6.00,0,0,0
Cash and Short Term Investments,21.38,16.43,21.55,25.99,35.51
"Accounts Receivable - Trade, Net",1.34,1.47,1.88,2.22,2.41
"Total Receivables, Net",1.43,1.50,2.32,2.75,2.83
Prepaid Expenses,0.32,0.60,0.66,0.77,0.72
"Other Current Assets, Total",0.34,0.42,0,0,0
Total Current Assets,25.62,20.55,26.19,31.53,40.97
"Property/Plant/Equipment, Total - Gross",2.43,2.91,3.23,9.03,10.52
"Accumulated Depreciation, Total",-0.87,-1.27,-1.82,-3.74,-5.87
"Property/Plant/Equipment, Total - Net",1.55,1.64,1.41,5.29,4.65
"Goodwill, Net",26.93,26.93,24.13,12.23,12.23
"Intangibles, Net",0,0,0,0,0
Long Term Investments,0.15,0.00,0,0,0
Total Assets,54.27,49.13,51.73,49.06,57.86
Accounts Payable,0.84,0.64,0.85,1.26,1.55
Accrued Expenses,1.81,2.49,3.16,4.38,7.12
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",6.14,2.38,2.99,3.27,2.72
Total Current Liabilities,8.79,5.52,7.00,10.33,12.87
Total Long Term Debt,0.00,0.00,0.00,2.38,1.83
Total Debt,0.00,0.00,0.00,3.82,3.30
Deferred Income Tax,0.07,0.11,0.14,0.13,0.12
"Other Liabilities, Total",3.76,0,0,0,0
Total Liabilities,12.62,5.63,7.14,12.85,14.82
"Common Stock, Total",29.65,29.65,29.65,29.65,29.81
Retained Earnings (Accumulated Deficit),12.00,13.85,14.94,6.56,13.70
Treasury Stock - Common,0,0,0,0,-0.47
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,41.64,43.50,44.59,36.21,43.04
Total Liabilities & Shareholders' Equity,54.27,49.13,51.73,49.06,57.86
Total Common Shares Outstanding,476.80,476.80,476.80,476.80,475.47
"Tangible Book Value per Share, Common Eq",0.03,0.03,0.04,0.05,0.06
