Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,1359.40,2169.41,1706.87,2052.25,1702.86
Short Term Investments,0,83.13,547.05,0.00,0
Cash and Short Term Investments,1359.40,2252.54,2253.92,2052.25,1702.86
"Accounts Receivable - Trade, Net",429.60,413.78,671.07,905.93,1268.08
"Total Receivables, Net",1305.51,1854.67,2324.19,2718.45,3460.51
Prepaid Expenses,74.84,151.72,125.02,85.43,186.38
"Other Current Assets, Total",543.34,547.28,21.70,22.55,16.68
Total Current Assets,3297.41,4820.56,4765.26,4916.63,5460.06
"Property/Plant/Equipment, Total - Gross",214.29,236.74,238.19,271.49,288.30
"Accumulated Depreciation, Total",-66.32,-84.70,-93.41,-104.14,-119.16
"Property/Plant/Equipment, Total - Net",147.97,152.04,144.78,167.35,169.14
"Goodwill, Net",1185.48,1259.92,1242.71,1213.51,1295.48
"Intangibles, Net",1259.45,1489.72,1536.17,1658.44,1880.92
Long Term Investments,1.33,1.45,3.01,468.77,463.42
Total Assets,14081.23,18047.92,19584.39,22683.03,26907.53
Accounts Payable,499.32,1124.92,1472.38,1959.85,1796.45
Accrued Expenses,0,43.96,64.78,84.86,85.75
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",243.18,79.51,131.21,122.65,118.87
Total Current Liabilities,2471.75,3507.24,4100.58,4557.50,4865.03
Total Long Term Debt,3366.09,4728.03,5440.38,7080.52,8834.83
Total Debt,4887.50,6631.75,7600.78,9100.61,11089.89
Deferred Income Tax,1051.69,1270.85,1379.74,1496.26,1801.82
"Other Liabilities, Total",0.00,0,0,0,0
Total Liabilities,7283.05,10190.74,11601.20,13872.96,16373.24
"Common Stock, Total",2609.91,2625.64,2676.06,2860.88,2860.88
Retained Earnings (Accumulated Deficit),2298.30,2758.04,3247.27,3898.09,4719.14
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-579.62,-22.05,-502.62,-777.97,125.21
Total Equity,6798.19,7857.18,7983.19,8810.07,10534.29
Total Liabilities & Shareholders' Equity,14081.23,18047.92,19584.39,22683.03,26907.53
Total Common Shares Outstanding,2609.91,2625.64,2676.06,2860.88,2860.88
"Tangible Book Value per Share, Common Eq",1.67,1.95,1.94,2.08,2.57
