Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,57.90,62.55,72.39,62.48,43.68
Total Revenue,57.90,62.55,72.39,62.48,43.68
"Selling/General/Admin. Expenses, Total",12.10,12.05,11.73,16.07,9.31
Depreciation/Amortisation,0,0,0,0,1.89
Unusual Expense (Income),0,0,0,0,-3.18
"Other Operating Expenses, Total",41.67,40.54,-8.73,3.71,-3.18
Total Operating Expense,101.97,105.31,61.11,78.05,40.51
Operating Income,-44.08,-42.77,11.28,-15.57,3.17
"Interest Inc.(Exp.),Net-Non-Op., Total",-3.26,-4.23,-2.40,-1.04,-0.90
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-47.33,-47.00,8.88,-16.61,2.27
Provision for Income Taxes,-0.43,0.87,-0.11,0.27,0.18
Net Income After Taxes,-46.91,-47.87,8.99,-16.88,2.09
Net Income Before Extra. Items,-46.91,-47.87,8.99,-16.88,2.09
Net Income,-46.91,-47.87,8.99,-16.88,2.09
Income Available to Com Excl ExtraOrd,-46.91,-47.87,8.99,-16.88,2.09
Income Available to Com Incl ExtraOrd,-46.91,-47.87,8.99,-16.88,2.09
Diluted Net Income,-46.91,-47.87,8.99,-16.88,2.09
Diluted Weighted Average Shares,622.68,622.68,3867.15,5619.43,5619.43
Diluted EPS Excluding ExtraOrd Items,-0.08,-0.08,0.00,-0.00,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.07,-0.04,0.00,-0.00,0.00
