Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Apr 2016,30 Apr 2017,30 Apr 2018,30 Apr 2019,30 Apr 2020
Source,ARS,ARS,PRESS,PRESS,PRESS
Net Income/Starting Line,17.74,21.11,5.21,-23.25,-19.42
Depreciation/Depletion,0.46,0.33,0.19,0.19,0.19
Non-Cash Items,11.87,13.17,8.69,16.87,14.47
Cash Taxes Paid,0.02,0.00,0,0,0
Changes in Working Capital,1.42,-37.14,-3.09,-32.14,1.77
Cash from Operating Activities,34.53,-0.00,13.98,-35.36,-0.01
Capital Expenditures,-2.19,-4.01,-4.49,0.00,0.00
"Other Investing Cash Flow Items, Total",0.20,0.16,0.09,0.00,0.00
Cash from Investing Activities,-1.99,-3.84,-4.40,0.00,0.00
Total Cash Dividends Paid,0.00,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-5.91,-21.15,-7.68,0.00,0.00
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,26.63,-24.99,1.90,-35.36,-0.01
