Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,PROSPECTUS,ARS,ARS,ARS,ARS
Revenue,99.65,453.07,569.97,287.94,282.83
Total Revenue,99.65,453.07,569.97,287.94,282.83
"Selling/General/Admin. Expenses, Total",30.18,50.01,50.45,52.73,55.59
Depreciation/Amortisation,0,0,0,0.01,0.22
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",-0.22,-1.27,-8.38,2.23,0.54
Total Operating Expense,94.17,324.99,489.60,244.76,255.78
Operating Income,5.49,128.08,80.37,43.18,27.06
"Interest Inc.(Exp.),Net-Non-Op., Total",-3.20,-0.93,-5.04,-2.48,60.23
"Other, Net",0,0,0,0,0
Net Income Before Taxes,2.29,127.15,75.34,40.70,87.29
Provision for Income Taxes,2.69,32.56,26.43,17.01,11.49
Net Income After Taxes,-0.40,94.59,48.90,23.70,75.80
Net Income Before Extra. Items,-0.31,82.14,40.92,18.68,72.73
Net Income,-0.31,82.14,40.92,18.68,72.73
Income Available to Com Excl ExtraOrd,-0.31,82.14,40.92,18.68,72.73
Income Available to Com Incl ExtraOrd,-0.31,82.14,40.92,18.68,72.73
Diluted Net Income,-0.31,82.14,40.92,18.68,72.73
Diluted Weighted Average Shares,866.62,767.88,926.15,963.55,996.40
Diluted EPS Excluding ExtraOrd Items,-0.00,0.11,0.04,0.02,0.07
DPS - Common Stock Primary Issue,0,0,0,0.01,0
Diluted Normalised EPS,-0.00,0.11,0.04,0.02,0.08
