Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-333823.00,-28939.00,111579.00,18294.00,-17825.00
Depreciation/Depletion,110584.00,88997.00,97949.00,107747.00,124231.00
Non-Cash Items,79177.00,128705.00,161699.00,99262.00,13876.00
Cash Taxes Paid,-10355.00,15939.00,3231.00,29376.00,24535.00
Changes in Working Capital,-32432.00,-88620.00,-518947.00,-188323.00,-1734.00
Cash from Operating Activities,-176494.00,100143.00,-147720.00,36980.00,118548.00
Capital Expenditures,-24376.00,-37478.00,-95550.00,-138991.00,-59331.00
"Other Investing Cash Flow Items, Total",103569.00,1122.00,64798.00,1819.00,3008.00
Cash from Investing Activities,79193.00,-36356.00,-30752.00,-137172.00,-56323.00
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",312411.00,0,0,0,0
Cash from Financing Activities,59301.00,-102245.00,147490.00,84057.00,-45463.00
Foreign Exchange Effects,-419.00,233.00,697.00,-197.00,86.00
Net Change in Cash,-38419.00,-38225.00,-30285.00,-16332.00,16848.00
