Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,36.73,55.10,94.19,99.37,77.01
Depreciation/Depletion,81.66,96.93,93.14,104.07,109.05
Non-Cash Items,-65.22,6.27,6.42,14.49,27.96
Cash Taxes Paid,0.02,0.03,0.03,21.86,14.12
Changes in Working Capital,11.73,-64.67,-34.89,-134.29,-62.79
Cash from Operating Activities,64.91,93.63,158.85,83.65,151.22
Capital Expenditures,-23.46,-35.00,-27.81,-28.98,-18.32
"Other Investing Cash Flow Items, Total",15.87,0.55,35.30,0.27,2.12
Cash from Investing Activities,-7.58,-34.45,7.49,-28.71,-16.19
Total Cash Dividends Paid,-10.54,-19.74,-30.38,-44.44,-18.40
"Issuance (Retirement) of Stock, Net",2.24,1.64,1.23,0.31,0.00
Cash from Financing Activities,-57.45,-58.15,-138.90,-56.19,-80.93
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-0.13,1.02,27.44,-1.25,54.10
