Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1098.74,1191.72,1383.61,1445.30,1230.95
Total Revenue,1098.74,1191.72,1383.61,1445.30,1230.95
"Selling/General/Admin. Expenses, Total",764.56,837.37,942.89,954.17,845.14
Depreciation/Amortisation,81.66,96.93,93.14,104.07,109.05
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",83.68,67.01,78.44,101.56,106.71
Total Operating Expense,1056.98,1132.37,1286.31,1341.81,1150.96
Operating Income,41.76,59.34,97.30,103.49,79.98
"Interest Inc.(Exp.),Net-Non-Op., Total",-5.03,-4.24,-3.12,-4.11,-2.98
"Other, Net",0,0,0,0,0
Net Income Before Taxes,36.73,55.10,94.19,99.37,77.01
Provision for Income Taxes,5.38,7.98,14.08,18.09,-1.95
Net Income After Taxes,31.35,47.13,80.10,81.29,78.96
Net Income Before Extra. Items,31.35,47.13,80.10,81.29,78.96
Net Income,31.35,47.13,80.10,81.29,78.96
Income Available to Com Excl ExtraOrd,31.35,47.13,80.10,81.29,78.96
Income Available to Com Incl ExtraOrd,31.35,47.13,80.10,81.29,78.96
Diluted Net Income,31.35,47.13,80.10,81.29,78.96
Diluted Weighted Average Shares,309.90,310.75,311.45,311.83,311.84
Diluted EPS Excluding ExtraOrd Items,0.10,0.15,0.26,0.26,0.25
DPS - Common Stock Primary Issue,0.05,0.08,0.13,0.13,0.06
Diluted Normalised EPS,0.10,0.15,0.26,0.26,0.02
