Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,205.01,198.19,225.59,260.55,-115.32
Depreciation/Depletion,1.09,1.19,1.06,0.84,0.78
Non-Cash Items,4.72,32.21,-0.40,-40.35,309.21
Cash Taxes Paid,3.69,0.00,-0.92,0.00,0
Changes in Working Capital,-13.14,-5.46,-15.90,8.42,17.41
Cash from Operating Activities,197.68,226.13,210.35,229.45,212.08
Capital Expenditures,-0.68,-1.03,-0.82,-0.63,-0.75
"Other Investing Cash Flow Items, Total",-210.91,7.25,-135.78,-165.33,-1148.03
Cash from Investing Activities,-211.59,6.22,-136.60,-165.96,-1148.78
Total Cash Dividends Paid,-257.14,-257.18,-266.64,-265.91,-211.00
"Issuance (Retirement) of Stock, Net",0,0,0,200.00,0.00
Cash from Financing Activities,-249.27,-242.15,-108.08,-39.62,991.44
Foreign Exchange Effects,0.36,0.00,-1.66,-3.32,15.53
Net Change in Cash,-262.82,-9.80,-36.00,20.55,70.27
