Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,3.56,30.75,32.76,17.91,19.32
"Accounts Receivable - Trade, Net",35.15,26.52,24.18,48.66,20.93
"Total Receivables, Net",35.15,26.52,24.18,48.66,20.93
Prepaid Expenses,4.94,5.48,2.77,0.83,0.60
"Other Current Assets, Total",0.29,0.25,0.12,0.45,1.89
Total Current Assets,45.26,68.27,74.15,69.50,44.64
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",0.05,0.42,0.96,9.96,11.75
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,4.79,6.43,20.10,18.52
Long Term Investments,0.04,14.49,21.67,19.74,17.19
Total Assets,45.34,87.97,105.15,122.91,94.04
Accounts Payable,0,0,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,1.30,0.00,0.00,0.00
"Other Current liabilities, Total",0.00,0.04,8.77,0.61,1.25
Total Current Liabilities,11.13,47.82,58.51,71.93,40.46
Total Long Term Debt,0.00,0.20,3.87,0.10,15.25
Total Debt,0.01,9.65,18.41,26.61,28.44
Deferred Income Tax,0,0.41,0.39,0.67,0.39
"Other Liabilities, Total",0,0,0,5.05,4.88
Total Liabilities,11.09,48.82,63.55,79.07,62.07
"Common Stock, Total",63.96,71.18,78.08,88.18,88.18
Retained Earnings (Accumulated Deficit),-29.39,-31.52,-35.62,-43.49,-55.35
Treasury Stock - Common,-0.32,-0.51,-0.86,-0.86,-0.86
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,34.25,39.15,41.59,43.83,31.97
Total Liabilities & Shareholders' Equity,45.34,87.97,105.15,122.91,94.04
Total Common Shares Outstanding,124.57,144.56,164.20,208.46,208.46
"Tangible Book Value per Share, Common Eq",0.27,0.24,0.21,0.11,0.06
