Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,63.35,1455.16,1572.68,1403.87,1693.26
Total Revenue,63.35,1455.16,1572.68,1403.87,1693.26
"Selling/General/Admin. Expenses, Total",7.54,92.37,101.14,99.81,138.47
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.05,-3.52,-0.16,-10.88,0.20
"Other Operating Expenses, Total",-0.23,-0.81,-0.91,0.02,-2.48
Total Operating Expense,50.20,1414.39,1532.58,1338.33,1580.58
Operating Income,13.14,40.77,40.10,65.54,112.68
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-15.62,-8.97,-12.22,-10.50
"Other, Net",0,0,0,0,0
Net Income Before Taxes,13.14,25.15,31.13,53.32,102.17
Provision for Income Taxes,0.02,10.24,11.03,12.73,27.38
Net Income After Taxes,13.13,14.91,20.10,40.59,74.80
Net Income Before Extra. Items,12.56,13.67,11.16,32.56,54.83
Net Income,12.56,13.67,11.16,32.56,54.83
Income Available to Com Excl ExtraOrd,12.56,13.67,11.16,32.56,54.83
Income Available to Com Incl ExtraOrd,12.56,13.67,11.16,32.56,54.83
Diluted Net Income,12.56,13.67,11.16,32.56,54.83
Diluted Weighted Average Shares,836.67,867.35,895.26,947.07,946.72
Diluted EPS Excluding ExtraOrd Items,0.02,0.02,0.01,0.03,0.06
DPS - Common Stock Primary Issue,0.01,0.01,0.04,0.01,0.02
Diluted Normalised EPS,0.01,0.01,0.01,0.03,0.06
